Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Date
1943,Qtr 3,1,28,Unknown,Douglas,Douglas Dc 3Nc16014,trammel kentucky,Airlines American,0.0,20.0,22.0,1943-01-28
1943,Qtr 3,1,1,Unknown,Consolidated,Consolidated B 24,ploesti romania,Forces Air Army U.S. - Military,63.0,10.0,10.0,1943-01-01
1943,Qtr 3,1,7,Unknown,Douglas,Douglas C 47,off townsville australia,Force Air U.S. - Military,0.0,27.0,27.0,1943-01-07
1943,Qtr 3,1,11,China,Douglas,Douglas C 5348,fort hertz china,Corporation Aviation National China,0.0,3.0,3.0,1943-01-11
1943,Qtr 3,1,14,Unknown,Savbia,Savoia Marchetti Sm.75 I,rhodes greece,LATI,0.0,17.0,17.0,1943-01-14
1943,Qtr 3,1,27,Brazil,Junkers,Junkers Ju 52/3Mpp,rio de janeiro brazil,VASP,0.0,18.0,21.0,1943-01-27
1943,Qtr 3,1,27,Unknown,Douglas,Douglas Dc 3Se,north seaab aerotransport,Unknown,0.0,7.0,7.0,1943-01-27
1943,Qtr 3,1,10,United States,Boeing,Boeing B 17F / Boeing B,off galveston texas,Forces Air Army U.S. - Military,0.0,22.0,22.0,1943-01-10
1943,Qtr 3,1,20,Unknown,Douglas,Douglas C 53D,near maxton north,Forces Air Army U.S. - CarolinaMilitary,0.0,25.0,25.0,1943-01-20
1943,Qtr 3,1,22,India,Douglas,Douglas C 5342,near calcutta india,Forces Air Army U.S. - Military,0.0,20.0,20.0,1943-01-22
1943,Qtr 4,1,15,United States,Douglas,Douglas Dc3 G102Nc16088,near centerville tennessee,Airlines American,0.0,15.0,15.0,1943-01-15
1943,Qtr 4,1,19,Canada,Consolidated,Consolidated B 243701,st. donat quebec,Canada Military - Royal Canadian Air Force,0.0,24.0,24.0,1943-01-19
1943,Qtr 4,1,22,Unknown,Douglas,Douglas C 47,columbus georgia,Forces Air Army U.S. - Military,0.0,20.0,20.0,1943-01-22
1943,Qtr 4,1,22,Unknown,Douglas,Douglas Dc 3Se,hallo sweden,Aerotransport AB,0.0,13.0,15.0,1943-01-22
1943,Qtr 4,1,5,Unknown,Short Sunderland,Short Sunderland 3G Agib,eastern libyabritish overseas airways,Unknown,0.0,19.0,19.0,1943-01-05
1943,Qtr 4,1,8,India,Uknown,,poona india,Force Air Indian - Military,37.0,1.0,1.0,1943-01-08
1943,Qtr 4,1,19,China,Douglas,Douglas C 4763,kunming china,Corporation Aviation National China,0.0,3.0,3.0,1943-01-19
1943,Qtr 4,1,19,China,Douglas,Douglas C 5359,kunming china,Corporation Aviation National China,0.0,2.0,3.0,1943-01-19
1943,Qtr 4,1,26,Unknown,Lockheed,Lockheed L 18,port moresby new,GuineaQantas,0.0,15.0,15.0,1943-01-26
1943,Qtr 4,1,17,Unknown,Lockheed,Lockheed 18 56 Lodestarg,off montrose scotland,Airways Overseas British,0.0,10.0,10.0,1943-01-17
1943,Qtr 4,1,18,China,Douglas,Douglas C 4783,suifu china,Corporation Aviation National China,0.0,3.0,3.0,1943-01-18
1943,Qtr 4,1,19,Unknown,Douglas,Douglas C 47A,canal creek australia,Force Air U.S. - Military,0.0,31.0,31.0,1943-01-19
1943,Qtr 4,1,29,United States,Consolidated,Consolidated B 24 / Consolidated B,lakeside utah,Army U.S. - Military / Forces Air Army U.S. - Military,0.0,25.0,25.0,1943-01-29
1944,Qtr 1,1,15,Serbia,Junkers,Junkers Ju 52/3Md,belgrad yugoslavia,Lufthansa Deutsche,0.0,5.0,5.0,1944-01-15
1944,Qtr 1,1,10,Unknown,Lockheed,Lockheed 14 H2 Super Electracr,near quelimane mozambique,DETA,0.0,14.0,14.0,1944-01-10
1944,Qtr 1,1,10,United States,Douglas,Douglas Dc 3Nc21767,memphis tennessee,Airlines American,0.0,24.0,24.0,1944-01-10
1944,Qtr 1,1,20,Unknown,Douglas,Douglas C 4775,chinachina national aviation corporation,Unknown,0.0,2.0,2.0,1944-01-20
1944,Qtr 1,1,21,Unknown,Junkers,Junkers Ju 52/3Md,eubeoa greece,Lufthansa Deutsche,0.0,16.0,16.0,1944-01-21
1944,Qtr 1,1,22,Unknown,Consolidated,Consolidated B 24 Liberator,new guineamilitary - u.s. army,Unknown,0.0,21.0,21.0,1944-01-22
1944,Qtr 2,1,6,United States,Pilgrim,Pilgrim 100Bnc742N,near nome alaska,Airways World American Pan,0.0,6.0,6.0,1944-01-06
1944,Qtr 2,1,17,Serbia,Junkers,Junkers Ju 52/3Md,belgrad yugoslavia,Lufthansa Deutsche,0.0,5.0,7.0,1944-01-17
1944,Qtr 2,1,21,Unknown,Douglas,Douglas Dc 3D,frederikstad norway,Lufthansa Deutsche,0.0,9.0,20.0,1944-01-21
1944,Qtr 2,1,25,Unknown,Consolidated,Consolidated Liberator,montreal canada,Force Air Royal - Military,0.0,16.0,16.0,1944-01-25
1944,Qtr 2,1,26,China,Douglas,Douglas C 4782,between calcutta to dinjan china,Corporation Aviation National China,0.0,12.0,12.0,1944-01-26
1944,Qtr 2,1,27,India,Douglas,Douglas Dc 3,off calcutta india,Corporation Aviation National China,0.0,14.0,14.0,1944-01-27
1944,Qtr 2,1,6,Unknown,Douglas,Douglas C 47A,carentan france,Forces Air Army U.S. - Military,0.0,22.0,22.0,1944-01-06
1944,Qtr 2,1,6,Unknown,Douglas,Douglas C 47A42,barneville france,Forces Air Army U.S. - Military,0.0,22.0,22.0,1944-01-06
1944,Qtr 2,1,6,Unknown,Douglas,Douglas C 47A42,flamanville france,Forces Air Army U.S. - Military,0.0,22.0,22.0,1944-01-06
1944,Qtr 2,1,8,China,Douglas,Douglas C 4785,kunming china,Corporation Aviation National China,0.0,6.0,6.0,1944-01-08
1944,Qtr 2,1,18,China,Douglas,Douglas C 4771,kweilin china,Corporation Aviation National China,0.0,2.0,4.0,1944-01-18
1944,Qtr 2,1,20,Brazil,Lockheed,Lockheed 10C Electrapp Vag,porto alegre brazil,Varig,0.0,10.0,10.0,1944-01-20
1944,Qtr 3,1,11,United States,Douglas,Douglas A 26B Invader 43,portland maine,Army U.S. - Military,19.0,2.0,2.0,1944-01-11
1944,Qtr 3,1,23,Unknown,Douglas R4D Skytrain,R4D 539090,nineteen miles w of kokoda papua,Navy US - GuineaMilitary New,0.0,17.0,17.0,1944-01-23
1944,Qtr 3,1,26,Unknown,Douglas,Douglas C 54A,north atlantic oceanmilitary - u.s. army air forces,Unknown,0.0,26.0,26.0,1944-01-26
1944,Qtr 3,1,27,Unknown,Douglas,Douglas C 47A,port logan scotland,Forces Air Army U.S. - Military,0.0,22.0,22.0,1944-01-27
1944,Qtr 3,1,31,Kiribati,Consolidated Catalina,Consolidated Catalina Pb2Y 3R7233,funafuti gilbert,Pacific Ocean          Islands Pan American Airways,0.0,22.0,24.0,1944-01-31
1944,Qtr 3,1,3,United States,Douglas,Douglas C 47A,naper nebraska,Forces Air Army U.S. - Military,0.0,28.0,28.0,1944-01-03
1944,Qtr 3,1,8,Unknown,Sikorsky,Sikorsky S 42 (Flying Boat)Nc823M,off antilla cuba,Airways World American Pan,0.0,17.0,31.0,1944-01-08
1944,Qtr 3,1,12,Unknown,Consolidated,Consolidated Pb4Y 132271,blythburgh england,Navy U.S. - Military,0.0,2.0,2.0,1944-01-12
1944,Qtr 3,1,23,Unknown,Consolidated,Consolidated B 24H42,freckelton england,Force Air U.S. - Military,58.0,3.0,3.0,1944-01-23
1944,Qtr 3,1,28,Unknown,Douglas,Douglas C 54A,preswick scotland,Forces Air Army U.S. - Military,5.0,20.0,20.0,1944-01-28
1944,Qtr 3,1,29,Sweden,Lockheed,Lockheed 18 56 Loadstarg,near lidköping västergötland,Swden British Overseas Airways,0.0,11.0,15.0,1944-01-29
1944,Qtr 3,1,30,Brazil,Lockheed,Lockheed 18 Lodestarpp Pbi,sao paulo brazil,Brasil do Panair,0.0,18.0,18.0,1944-01-30
1944,Qtr 3,1,2,Serbia,Junkers,Junkers Ju52/3Md Auaw,belgrad yugoslavia,Lufthansa Deutsche,0.0,5.0,5.0,1944-01-02
1944,Qtr 3,1,7,Unknown,Unknown,C 47 Dakota Dt,near mossman queensland,Australia Military - Royal Netherlands East Indies Air Force,0.0,20.0,20.0,1944-01-07
1944,Qtr 3,1,17,United States,Consolidated,Consolidated B 24 Liberator,copeland kansas,Army U.S. - Military,2.0,13.0,13.0,1944-01-17
1944,Qtr 3,1,18,Unknown,Douglas,Douglas C 47A,alaskau. s. air force,Unknown,0.0,19.0,19.0,1944-01-18
1944,Qtr 3,1,21,Brazil,Lockheed,Lockheed 18 Lodestarpp Pbh,rio doce brazil,Brasil do Panair,0.0,17.0,17.0,1944-01-21
1944,Qtr 3,1,27,Unknown,Focke-Wulf,Focke Wulf Fw 200D,near dijon france,Lufthansa Deutsche,0.0,9.0,9.0,1944-01-27
1944,Qtr 4,1,7,India,Douglas,Douglas C 47101,near sadiya india,Corporation Aviation National China,0.0,3.0,3.0,1944-01-07
1944,Qtr 4,1,10,Unknown,Junkers,Junkers Ju 52/3Md,bosniadeutsche lufthansa,Unknown,0.0,7.0,7.0,1944-01-10
1944,Qtr 4,1,11,Unknown,Short Brothers,Short S 23 (Flying Boat)Vh,sydney australia,Qantas,0.0,1.0,30.0,1944-01-11
1944,Qtr 4,1,11,Unknown,Short Empire,Short S.23 Empire Flying Boatvh Abb,sydney australia,Qantas,0.0,1.0,29.0,1944-01-11
1944,Qtr 4,1,16,Unknown,Junkers,Junkers Ju 52/3Md,telemark norway,Lufthansa Deutsche,0.0,15.0,15.0,1944-01-16
1944,Qtr 4,1,17,Unknown,Junkers,Junkers Ju 52/3Md,komarom,Hungary Deutsche Lufthansa,0.0,1.0,9.0,1944-01-17
1944,Qtr 4,1,18,Unknown,Consolidated,Consolidated B24H42 50347,birkenhead england,Forces Air Army U.S. - Military,0.0,24.0,24.0,1944-01-18
1944,Qtr 4,1,4,United States,Douglas,Douglas Dc 3Nc28310,hanford california,Air Western and Continental Trans,0.0,24.0,24.0,1944-01-04
1944,Qtr 4,1,6,United States,Douglas,Douglas C 47 Skytrain (Dc,jacksonville florida,Navy US - Military,0.0,17.0,17.0,1944-01-06
1944,Qtr 4,1,9,Unknown,Unknown,42 52196,seljord norway,Corps Air Army U.S. - Military,0.0,0.0,0.0,1944-01-09
1944,Qtr 4,1,10,China,Lockheed,Lockheed Hudson,near kumming yunan,China CATC,0.0,20.0,20.0,1944-01-10
1944,Qtr 4,1,19,Unknown,Douglas,Douglas C 47A,lewes england,Forces Air Army U.S. - Military,0.0,25.0,30.0,1944-01-19
1944,Qtr 4,1,29,Unknown,Lockheed,Lockheed 18 Lodestarg Agbw,nairobi kenya,BOAC,0.0,11.0,11.0,1944-01-29
1944,Qtr 4,1,29,Unknown,Ford,Ford 5 At,tegucigalpa nicaragua,TACA,0.0,16.0,16.0,1944-01-29
1944,Qtr 4,1,29,Unknown,Focke-Wulf,Focke Wulf Fw 200D,off falsterbo sweden,Lufthansa Deutsche,0.0,10.0,10.0,1944-01-29
1944,Qtr 4,1,30,China,Douglas,Douglas C 4756,dinjan china,Corporation Aviation National China,0.0,3.0,3.0,1944-01-30
1944,Qtr 4,1,1,United States,Douglas,Douglas Dc 3Nc17322,van nuys california,Air Western and Continental Trans,0.0,9.0,17.0,1944-01-01
1944,Qtr 4,1,3,Unknown,Avro,Avro 683 Lancastercf Cmu,atlantic oceantrans-canada air lines,Unknown,0.0,5.0,5.0,1944-01-03
1944,Qtr 4,1,7,Unknown,Lisunov,Lisunov Li 2Cccp,orlivka ukraine,Aeroflot,0.0,16.0,16.0,1944-01-07
1944,Qtr 4,1,15,Unknown,Unknown,Uc 64A Noorduyn Norseman44,english channelmilitary - u.s. army air forces,Unknown,0.0,3.0,3.0,1944-01-15
1945,Qtr 1,1,6,India,Douglas,Douglas C 4777,near dinjan india,Corporation Aviation National China,0.0,4.0,4.0,1945-01-06
1945,Qtr 1,1,8,Unknown,Martin,Martin M 130 (Flying Boat)Nc14716,port of spain trinidad,Airways World American Pan,0.0,23.0,30.0,1945-01-08
1945,Qtr 1,1,10,United States,Douglas,Douglas Dc 3Nc25684,burbank california,Airlines American,0.0,24.0,24.0,1945-01-10
1945,Qtr 1,1,14,Unknown,Douglas,Douglas C 4770,chinachina national aviation corporation,Unknown,0.0,4.0,6.0,1945-01-14
1945,Qtr 1,1,16,China,Douglas,Douglas C 47,near kunming china,Corporation Aviation National China,0.0,3.0,3.0,1945-01-16
1945,Qtr 1,1,23,Unknown,Consolidated,Consolidated Liberatora72 70,timor indonesia,Force Air Australian Royal - Military,0.0,11.0,11.0,1945-01-23
1945,Qtr 1,1,31,Unknown,Stinson,Stinson Model Avh Uyy,redesdale australia,Airways National Australian,0.0,10.0,10.0,1945-01-31
1945,Qtr 1,1,2,Unknown,Douglas,Douglas C 47,near montieri italy,Forces Air Army U.S. - Military,0.0,23.0,26.0,1945-01-02
1945,Qtr 1,1,6,Unknown,Douglas,Douglas C 47 Dakotakg630,nunters burgh england,Force Air -Royal Military,0.0,23.0,23.0,1945-01-06
1945,Qtr 1,1,13,United States,Douglas,Douglas R4D 650765,off oakland california,Navy U.S. - Military,0.0,24.0,24.0,1945-01-13
1945,Qtr 1,1,15,Brazil,Lockheed,Lockheed 18 Loadstarpp Nae,lagoa santa brazil,Brasileira Aerea Navegacao,0.0,11.0,11.0,1945-01-15
1945,Qtr 1,1,23,Unknown,Curtiss,Curtiss C 46A42,casablanca morocco,Force Air Army States United - Military,0.0,13.0,30.0,1945-01-23
1945,Qtr 1,1,23,Unknown,Junkers,Junkers 52/3M 4V+Dr,snezka mountains poland,Army German - Military,0.0,8.0,8.0,1945-01-23
1945,Qtr 1,1,23,United States,Douglas,Douglas Dc 3Nc18142,marion virginia,Airlines American,0.0,17.0,22.0,1945-01-23
1945,Qtr 1,1,27,Unknown,Douglas,Douglas C 47A,coral sea off,Force Air U.S. - AustraliaMilitary,0.0,24.0,24.0,1945-01-27
1945,Qtr 2,1,9,China,Douglas,Douglas C 4788,kunming china,Corporation Aviation National China,0.0,3.0,3.0,1945-01-09
1945,Qtr 2,1,14,Unknown,Douglas,Douglas Dc 3Nc25692,morgantown west,Airlines Central VirginiaPennsylvania,0.0,20.0,20.0,1945-01-14
1945,Qtr 2,1,19,Unknown,Douglas,Douglas Dc 339067,near perth australia,Navy U.S. - Military,0.0,13.0,13.0,1945-01-19
1945,Qtr 2,1,20,Unknown,Junkers,Junkers Ju 53/3Md,near steinreich germany,Lufthansa,0.0,18.0,20.0,1945-01-20
1945,Qtr 2,1,20,United States,Douglas,Douglas C 47,sweetwater texas,Forces Air Army U.S. - Military,0.0,25.0,25.0,1945-01-20
1945,Qtr 2,1,21,Unknown,Focke-Wulf,Focke Wulf Fw 200D,near piesenkofen germany,Lufthansa Deutsche,0.0,21.0,21.0,1945-01-21
1945,Qtr 2,1,23,Unknown,Boeing,B17G Flying Fortress43 38856,north barrule isle,England         Man of Military - U.S. Air Force,0.0,31.0,31.0,1945-01-23
1945,Qtr 2,1,27,Unknown,Lockheed,Lockheed 18 Lodestarnc33328,washington d.c.page airways,Unknown,0.0,6.0,13.0,1945-01-27
1945,Qtr 2,1,5,Unknown,Douglas,Douglas C 54E,manus island new,Forces Air Army U.S. - GuineaMilitary,0.0,21.0,21.0,1945-01-05
1945,Qtr 2,1,6,Unknown,Curtiss,Curtiss Wright C,hindhead england,Forces Air Army U.S. - Military,1.0,30.0,30.0,1945-01-06
1945,Qtr 2,1,9,Unknown,Avro,Avro Lancasterrf230,roye france,Force Air -Royal Military,0.0,31.0,31.0,1945-01-09
1945,Qtr 2,1,13,Unknown,Douglas,Douglas C 47B,iran jayas new,Forces Air Army U.S. - GuineaMilitary,0.0,20.0,23.0,1945-01-13
1945,Qtr 2,1,30,Unknown,Douglas,Douglas C 47B,off drewin ivory,Forces Air Army U.S. - CoastMilitary,0.0,21.0,21.0,1945-01-30
1945,Qtr 2,1,15,Unknown,Douglas,Douglas C 4781,chinachina national aviation corporation,Unknown,0.0,3.0,3.0,1945-01-15
1945,Qtr 2,1,24,Unknown,De Havilland,De Havilland Dh 86Avh,gealdton australia,Airlines Miller Robertson Mac,0.0,2.0,11.0,1945-01-24
1945,Qtr 2,1,25,Unknown,Consolidated,Consolidated Lb 30A Liberatorjt985,swanage england,Force Air -Royal Military,0.0,27.0,27.0,1945-01-25
1945,Qtr 2,1,29,India,Uknown,,bangalore india,Force Air Indian Royal - Military,36.0,2.0,2.0,1945-01-29
1945,Qtr 2,1,30,Unknown,Boeing,Boeing Tb 29A Super Fortress44,texasmilitary - u.s. air force,Unknown,0.0,12.0,12.0,1945-01-30
1945,Qtr 3,1,4,Unknown,Consolidated,Consolidated Lb 30A Liberatorjt982,north atlantic oceanmilitary -royal air force,Unknown,0.0,15.0,15.0,1945-01-04
1945,Qtr 3,1,11,Unknown,Douglas,Douglas C 476812,near kisumu kenya,Force Air African South - Military,0.0,28.0,28.0,1945-01-11
1945,Qtr 3,1,12,Unknown,Douglas,Douglas Dc 3,near florence south,Corps Air Army U.S. - Military / Lines Air CarolinaEastern,0.0,3.0,10.0,1945-01-12
1945,Qtr 3,1,28,Unknown,North American Aviation,North American B 25D Bomber43,new york new,Forces Air Army U.S. - YorkMilitary,11.0,3.0,3.0,1945-01-28
1945,Qtr 3,1,1,Unknown,Boeing,Boeing 247Dxa Duy,near san luis potosi mexico,Mineras Aereas Lineas,0.0,12.0,12.0,1945-01-01
1945,Qtr 3,1,3,Unknown,Sikorsky,Sikorsky S 43 (Flying Boat)Nc15066,fort de france martinique,Airways World American Pan,0.0,4.0,14.0,1945-01-03
1945,Qtr 3,1,11,Unknown,Douglas,Douglas Dc 2,ixtaccihuati mexico,Mexicana,0.0,16.0,16.0,1945-01-11
1945,Qtr 3,1,7,Unknown,Douglas,Douglas Dc 3Nc33631,florence south,Lines Air CarolinaEastern,0.0,22.0,22.0,1945-01-07
1945,Qtr 3,1,11,Unknown,Douglas,Douglas C 47Aa6556,near milne bay new,Force Air Australian Royal - GuineaMilitary,0.0,11.0,11.0,1945-01-11
1945,Qtr 3,1,15,United States,Douglas,Douglas C 47B,near kansas missouri,Forces Air Army U.S. - Military,0.0,23.0,24.0,1945-01-15
1945,Qtr 3,1,18,Unknown,Douglas,Douglas C 47B,puncak jaya papua,Force Air Australian Royal - GuineaMilitary New,0.0,29.0,29.0,1945-01-18
1945,Qtr 3,1,28,China,Curtiss,Curtiss C 46D42,near chihkiang china,Force Air Army States United - Military,0.0,20.0,20.0,1945-01-28
1945,Qtr 4,1,5,Unknown,Consolidated,Consolidated Lb 40,elvetham england,Force Air -Royal Military,0.0,23.0,23.0,1945-01-05
1945,Qtr 4,1,5,United States,Lockheed,Lockheed 18 Lodestarnc18199,lakeland florida,Airlines National,0.0,2.0,15.0,1945-01-05
1945,Qtr 4,1,7,Unknown,Short Stirling,Short Stirling Ivlj668,rennes france,Force Air Royal - Military,0.0,26.0,26.0,1945-01-07
1945,Qtr 4,1,13,Unknown,Consolidated,Consolidated Lb 30,melsbroek belgium,Force Air -Royal Military,0.0,31.0,31.0,1945-01-13
1945,Qtr 4,1,16,China,Curtiss,Curtiss Wright C,near peking china,Forces Air Army U.S. - Military,0.0,59.0,59.0,1945-01-16
1945,Qtr 4,1,20,Unknown,Douglas,Douglas C 47Ba65,timor sea atlantic,Force Air Australian Royal - OceanMilitary,0.0,25.0,25.0,1945-01-20
1945,Qtr 4,1,20,China,Douglas,Douglas C 47,between shanghi and canton china,Corporation Aviation National China,0.0,31.0,31.0,1945-01-20
1945,Qtr 4,1,23,India,Douglas,Douglas C 47Bkj957,near chiringa india,Force Air Royal - Military,0.0,14.0,14.0,1945-01-23
1945,Qtr 4,1,24,Unknown,Douglas,Douglas C 47 Skytrain (Dc,valetta malta,BOAC,0.0,9.0,16.0,1945-01-24
1945,Qtr 4,1,24,Unknown,Faucett,Faucett F 19Ob,tarapoto peru,Faucett,0.0,5.0,5.0,1945-01-24
1945,Qtr 4,1,30,China,Curtiss,Curtiss Wright C,chihchiang china,Forces Air Army U.S. - Military,0.0,45.0,50.0,1945-01-30
1945,Qtr 4,1,1,Unknown,Douglas,Douglas C 47A,herrenalb germany,Forces Air Army U.S. - Military,0.0,26.0,30.0,1945-01-01
1945,Qtr 4,1,3,India,Douglas,Douglas C 54G45528A,near chuka india,Forces Air Army U.S. - Military,0.0,44.0,44.0,1945-01-03
1945,Qtr 4,1,7,Unknown,Budd,Budd Rb 1 Conestoga,near grants new,Co. Freight Skyway MexicoNational,0.0,1.0,3.0,1945-01-07
1945,Qtr 4,1,8,United States,Martin,Martin Pbm 3S / Martin Pbm,off corpus christi texas,Navy U.S. - Military / Navy U.S. - Military,0.0,22.0,27.0,1945-01-08
1945,Qtr 4,1,9,Unknown,Douglas,Douglas C 47A,near boccadi italy,Forces Air Army U.S. - Military,0.0,24.0,24.0,1945-01-09
1945,Qtr 4,1,11,Unknown,Boeing,Boeing B 17G43,near picinisco italy,Forces Air Army U.S. - Military,0.0,20.0,20.0,1945-01-11
1945,Qtr 4,1,11,Unknown,Short Brothers,Short Stirlingpj950,near castel libya,Force Air -Royal Military,0.0,29.0,29.0,1945-01-11
1945,Qtr 4,1,11,Unknown,Douglas,Douglas C 54,himalayasmilitary - u.s. army,Unknown,0.0,44.0,44.0,1945-01-11
1945,Qtr 4,1,13,Unknown,Douglas,Douglas C 48Vh,near tacloban philippines,Airways National Australian,0.0,16.0,17.0,1945-01-13
1945,Qtr 4,1,15,Unknown,Douglas,Douglas C 47 Dakota,near jacquinot bay  new guineamilitary - royal australian air force,Unknown,0.0,28.0,28.0,1945-01-15
1945,Qtr 4,1,22,Unknown,Consolidated,Consolidated Lb 30A Liberatorkh126,white's farm england,Force Air -Royal Military,0.0,27.0,27.0,1945-01-22
1945,Qtr 4,1,3,Unknown,Consolidated,Consolidated Lb 30A Liberatorkh125,near rochefort  france,Force Air -Royal Military,0.0,28.0,28.0,1945-01-03
1945,Qtr 4,1,5,Unknown,Martin,Martin Pbm Mariner59225,off smyrna bahamas,Navy U.S. - Military,0.0,13.0,13.0,1945-01-05
1945,Qtr 4,1,5,Unknown,Five Grumman Tbm,Five Grumman Tbm Avengers,off the florida coastmilitary - u.s. navy,Unknown,0.0,14.0,14.0,1945-01-05
1945,Qtr 4,1,8,United States,Douglas,Douglas C 4745,near billings montana,Army U.S. - Military,0.0,17.0,21.0,1945-01-08
1945,Qtr 4,1,18,Unknown,Douglas,Douglas C 47Bkn413,voksenkollen norway,Force Air Royal - Military,0.0,17.0,17.0,1945-01-18
1945,Qtr 4,1,25,Unknown,Lockheed,Lockheed 18 Lodestarf Balv,bangui french,France AfricaAir Equatorial,0.0,8.0,8.0,1945-01-25
1945,Qtr 4,1,25,Unknown,Douglas,Douglas Dc 3,near dudinka russia,Aviatsiya Polyarnya,0.0,10.0,10.0,1945-01-25
1945,Qtr 4,1,30,Unknown,Douglas,Douglas Dc 3Nc18L23,new york city new,Lines Air YorkEastern,0.0,1.0,12.0,1945-01-30
1946,Qtr 1,1,6,United States,Douglas,Douglas Dc 3N21786,birmingham alabama,Airlines Central Pennsylvania,0.0,3.0,11.0,1946-01-06
1946,Qtr 1,1,9,China,Douglas,Douglas C 47,changchun china,Force Air Chinese - Military,0.0,18.0,18.0,1946-01-09
1946,Qtr 1,1,14,Unknown,Lisunov,Lisunov Li 2Sssr,near netrubezh russia,Aeroflot,0.0,22.0,22.0,1946-01-14
1946,Qtr 1,1,15,Unknown,Douglas,Douglas C 47 Dakotakn557,marseilles france,Force Air -Royal Military,0.0,23.0,25.0,1946-01-15
1946,Qtr 1,1,18,United States,Douglas,Douglas Dc 3,cheshire connecticut,Lines Air Eastern,0.0,17.0,17.0,1946-01-18
1946,Qtr 1,1,19,Canada,Douglas,Douglas Dc 3 Dakota,crowsnest pass alberta,Canada Mililtary - Royal Canadian Air Force,0.0,7.0,7.0,1946-01-19
1946,Qtr 1,1,30,Unknown,Douglas,Douglas C 47Bkn500,near le mans france,Force Air Royal - Military,0.0,11.0,11.0,1946-01-30
1946,Qtr 1,1,31,United States,Douglas,Douglas Dc 3,mt. elk wyoming,Lines Air United,0.0,21.0,21.0,1946-01-31
1946,Qtr 1,1,5,Unknown,Douglas,Douglas C 47,negros philippines,Forces Air Army U.S. - Military,0.0,20.0,20.0,1946-01-05
1946,Qtr 1,1,21,Unknown,Consolidated,Consolidated 32 2 Liberator Iig,charlottetown pe,Canada British Overseas Airways,0.0,1.0,14.0,1946-01-21
1946,Qtr 1,1,3,United States,Douglas,Douglas Dc 3,live oak springs california,Airlines American,0.0,27.0,27.0,1946-01-03
1946,Qtr 1,1,5,Unknown,Junkers,Junkers Ju 52/3Mok,near prague czechoslovakia,Aerolinie Ceskoslovenske,0.0,12.0,15.0,1946-01-05
1946,Qtr 1,1,10,Unknown,Douglas,Douglas Dc 3 (C,off hobart tasmania,Airways National Australian,0.0,25.0,25.0,1946-01-10
1946,Qtr 1,1,17,China,Uknown,,near nanking china,Force Air Chinese - Military,0.0,20.0,20.0,1946-01-17
1946,Qtr 1,1,18,China,Unknown,139,between chungking and shanghai china,Corporation Aviation National China,0.0,0.0,0.0,1946-01-18
1946,Qtr 1,1,19,United States,Douglas,Douglas C 47B45,hobart mills california,Forces Air Army U.S. - Military,0.0,26.0,26.0,1946-01-19
1946,Qtr 1,1,23,Cocos (Keeling) Islands,Avro,Avro 691 Lancastrian 1G Aglx,off ceylon cocos,Indian Ocean          Islands British Overseas Airways /Qantas,0.0,10.0,10.0,1946-01-23
1946,Qtr 2,1,1,Unknown,De Hvilland 89A Dragon,De Hvilland 89A Dragon Rapideg Aerz,near craigavad northern,Ltd. Services Air IrelandRailway,0.0,6.0,6.0,1946-01-01
1946,Qtr 2,1,5,Unknown,Vickers Wellington,Vickers Wellington Bomberhe 274,rabat malta,Navy British Royal - Military,16.0,4.0,4.0,1946-01-05
1946,Qtr 2,1,8,China,Uknown,,near shensi china?,Unknown,0.0,14.0,14.0,1946-01-08
1946,Qtr 2,1,22,Unknown,Lockheed,Lockheed 14 Super Electraan Acc,la liberiad nicaragua,TACA,0.0,20.0,21.0,1946-01-22
1946,Qtr 2,1,30,Unknown,Douglas,Douglas C 47A Fz559,pindi-khut  -,Force Air Royal,0.0,12.0,12.0,1946-01-30
1946,Qtr 2,1,10,United States,Consolidated PBY Catalina,Pby4 2 Privateer / Pb4Y,munson florida,Navy U.S. - Military / Navy U.S. Military,0.0,28.0,28.0,1946-01-10
1946,Qtr 2,1,16,United States,Douglas,Douglas Dc 3Nc53218,richmond virginia,Transport Air Viking,0.0,27.0,27.0,1946-01-16
1946,Qtr 2,1,22,Unknown,Junkers,Junkers Ju 52/3Mln,oslo norway,Lines Air Norwegian DNL,0.0,13.0,14.0,1946-01-22
1946,Qtr 2,1,1,Unknown,Douglas,Douglas C 54,off amalfi italy,Forces Air Army U.S. - Military,0.0,30.0,38.0,1946-01-01
1946,Qtr 2,1,9,Unknown,Douglas,Douglas C 47 Dakotakg747,near abeokuta nigeria,Force Air -Royal Military,0.0,18.0,18.0,1946-01-09
1946,Qtr 2,1,9,Unknown,Douglas,Douglas C 54D,taboga island panama,Forces Air Army U.S. - Military,0.0,23.0,23.0,1946-01-09
1946,Qtr 2,1,29,Unknown,Junkers,Junkers Ju 52/3Mf,pau france,France Air,0.0,2.0,3.0,1946-01-29
1946,Qtr 2,1,29,Unknown,Douglas,Douglas C 47Bkj918,off malayamilitary - royal air force,Unknown,0.0,18.0,18.0,1946-01-29
1946,Qtr 3,1,9,United States,Boeing,Boeing B17G43 39136,holyoke massachusetts,Forces Air Army U.S. - Military,0.0,25.0,25.0,1946-01-09
